[72915.91, 72924.21, 72928.28, 72940.6, 72914.9, 72892.35, 72886.01, 72891.86, 72914.11, 72918.75, 72926.92, 72922.73, 72901.79, 72905.85, 72923.42, 72929.11, 72927.14, 72926.14, 72907.08, 72878.05, 72843.39, 72814.97, 72820.66, 72820.66, 72841.73, 72844.13, 72845.18, 72859.08, 72875.21, 72866.95, 72845.75, 72872.2, 72904.59, 72932.52, 72971.12, 72909.75, 72821.23, 72955.29, 72769.73, 72711.11, 72877.88, 72940.82, 72887.97, 72893.96, 72905.94, 72894.97, 72877.61, 72882.12, 72925.48, 72874.86, 72817.51, 72815.32, 72690.35, 72778.78, 72996.78, 72898.42, 72967.79, 72984.8, 72887.41, 72843.6, 72872.2, 72893.48, 72911.71, 72931.34, 72950.44, 72967.35, 72965.08, 72989.82, 73054.78, 73010.1, 72948.34, 72997.3, 72977.02, 72961.94, 72963.46, 72953.41, 72945.72, 72927.53, 72899.34, 72867.17, 72842.95, 72825.16, 72805.71, 72792.9, 72796.49, 72772.53, 72736.38, 72752.29, 72765.19, 72765.19, 72784.55, 72799.59, 72810.74, 72829.32, 72845.22, 72875.25, 72898.16, 72922.25, 72948.34, 72971.73]
[72892.35, 72886.01, 72891.86, 72914.11, 72918.75, 72926.92, 72922.73, 72901.79, 72905.85, 72923.42, 72929.11, 72927.14, 72926.14, 72907.08, 72878.05, 72843.39, 72814.97, 72820.66, 72820.66, 72841.73, 72844.13, 72845.18, 72859.08, 72875.21, 72866.95, 72845.75, 72872.2, 72904.59, 72932.52, 72971.12, 72909.75, 72821.23, 72955.29, 72769.73, 72711.11, 72877.88, 72940.82, 72887.97, 72893.96, 72905.94, 72894.97, 72877.61, 72882.12, 72925.48, 72874.86, 72817.51, 72815.32, 72690.35, 72778.78, 72996.78, 72898.42, 72967.79, 72984.8, 72887.41, 72843.6, 72872.2, 72893.48, 72911.71, 72931.34, 72950.44, 72967.35, 72965.08, 72989.82, 73054.78, 73010.1, 72948.34, 72997.3, 72977.02, 72961.94, 72963.46, 72953.41, 72945.72, 72927.53, 72899.34, 72867.17, 72842.95, 72825.16, 72805.71, 72792.9, 72796.49, 72772.53, 72736.38, 72752.29, 72765.19, 72765.19, 72784.55, 72799.59, 72810.74, 72829.32, 72845.22, 72875.25, 72898.16, 72922.25, 72948.34, 72971.73, 72985.41, 72990.48, 72989.87, 73015.92, 73037.39]
[72926.92, 72922.73, 72901.79, 72905.85, 72923.42, 72929.11, 72927.14, 72926.14, 72907.08, 72878.05, 72843.39, 72814.97, 72820.66, 72820.66, 72841.73, 72844.13, 72845.18, 72859.08, 72875.21, 72866.95, 72845.75, 72872.2, 72904.59, 72932.52, 72971.12, 72909.75, 72821.23, 72955.29, 72769.73, 72711.11, 72877.88, 72940.82, 72887.97, 72893.96, 72905.94, 72894.97, 72877.61, 72882.12, 72925.48, 72874.86, 72817.51, 72815.32, 72690.35, 72778.78, 72996.78, 72898.42, 72967.79, 72984.8, 72887.41, 72843.6, 72872.2, 72893.48, 72911.71, 72931.34, 72950.44, 72967.35, 72965.08, 72989.82, 73054.78, 73010.1, 72948.34, 72997.3, 72977.02, 72961.94, 72963.46, 72953.41, 72945.72, 72927.53, 72899.34, 72867.17, 72842.95, 72825.16, 72805.71, 72792.9, 72796.49, 72772.53, 72736.38, 72752.29, 72765.19, 72765.19, 72784.55, 72799.59, 72810.74, 72829.32, 72845.22, 72875.25, 72898.16, 72922.25, 72948.34, 72971.73, 72985.41, 72990.48, 72989.87, 73015.92, 73037.39, 73034.46, 73011.6, 72971.03, 72946.77, 73037.03]
[72929.11, 72927.14, 72926.14, 72907.08, 72878.05, 72843.39, 72814.97, 72820.66, 72820.66, 72841.73, 72844.13, 72845.18, 72859.08, 72875.21, 72866.95, 72845.75, 72872.2, 72904.59, 72932.52, 72971.12, 72909.75, 72821.23, 72955.29, 72769.73, 72711.11, 72877.88, 72940.82, 72887.97, 72893.96, 72905.94, 72894.97, 72877.61, 72882.12, 72925.48, 72874.86, 72817.51, 72815.32, 72690.35, 72778.78, 72996.78, 72898.42, 72967.79, 72984.8, 72887.41, 72843.6, 72872.2, 72893.48, 72911.71, 72931.34, 72950.44, 72967.35, 72965.08, 72989.82, 73054.78, 73010.1, 72948.34, 72997.3, 72977.02, 72961.94, 72963.46, 72953.41, 72945.72, 72927.53, 72899.34, 72867.17, 72842.95, 72825.16, 72805.71, 72792.9, 72796.49, 72772.53, 72736.38, 72752.29, 72765.19, 72765.19, 72784.55, 72799.59, 72810.74, 72829.32, 72845.22, 72875.25, 72898.16, 72922.25, 72948.34, 72971.73, 72985.41, 72990.48, 72989.87, 73015.92, 73037.39, 73034.46, 73011.6, 72971.03, 72946.77, 73037.03, 72978.72, 72920.1, 72499.64, 72066.75, 71630.41]
[72843.39, 72814.97, 72820.66, 72820.66, 72841.73, 72844.13, 72845.18, 72859.08, 72875.21, 72866.95, 72845.75, 72872.2, 72904.59, 72932.52, 72971.12, 72909.75, 72821.23, 72955.29, 72769.73, 72711.11, 72877.88, 72940.82, 72887.97, 72893.96, 72905.94, 72894.97, 72877.61, 72882.12, 72925.48, 72874.86, 72817.51, 72815.32, 72690.35, 72778.78, 72996.78, 72898.42, 72967.79, 72984.8, 72887.41, 72843.6, 72872.2, 72893.48, 72911.71, 72931.34, 72950.44, 72967.35, 72965.08, 72989.82, 73054.78, 73010.1, 72948.34, 72997.3, 72977.02, 72961.94, 72963.46, 72953.41, 72945.72, 72927.53, 72899.34, 72867.17, 72842.95, 72825.16, 72805.71, 72792.9, 72796.49, 72772.53, 72736.38, 72752.29, 72765.19, 72765.19, 72784.55, 72799.59, 72810.74, 72829.32, 72845.22, 72875.25, 72898.16, 72922.25, 72948.34, 72971.73, 72985.41, 72990.48, 72989.87, 73015.92, 73037.39, 73034.46, 73011.6, 72971.03, 72946.77, 73037.03, 72978.72, 72920.1, 72499.64, 72066.75, 71630.41, 71084.22, 70532.96, 70092.87, 69828.89, 69801.35]
[72844.13, 72845.18, 72859.08, 72875.21, 72866.95, 72845.75, 72872.2, 72904.59, 72932.52, 72971.12, 72909.75, 72821.23, 72955.29, 72769.73, 72711.11, 72877.88, 72940.82, 72887.97, 72893.96, 72905.94, 72894.97, 72877.61, 72882.12, 72925.48, 72874.86, 72817.51, 72815.32, 72690.35, 72778.78, 72996.78, 72898.42, 72967.79, 72984.8, 72887.41, 72843.6, 72872.2, 72893.48, 72911.71, 72931.34, 72950.44, 72967.35, 72965.08, 72989.82, 73054.78, 73010.1, 72948.34, 72997.3, 72977.02, 72961.94, 72963.46, 72953.41, 72945.72, 72927.53, 72899.34, 72867.17, 72842.95, 72825.16, 72805.71, 72792.9, 72796.49, 72772.53, 72736.38, 72752.29, 72765.19, 72765.19, 72784.55, 72799.59, 72810.74, 72829.32, 72845.22, 72875.25, 72898.16, 72922.25, 72948.34, 72971.73, 72985.41, 72990.48, 72989.87, 73015.92, 73037.39, 73034.46, 73011.6, 72971.03, 72946.77, 73037.03, 72978.72, 72920.1, 72499.64, 72066.75, 71630.41, 71084.22, 70532.96, 70092.87, 69828.89, 69801.35, 69908.62, 70011.0, 70050.91, 70200.36, 70390.6]
[72845.75, 72872.2, 72904.59, 72932.52, 72971.12, 72909.75, 72821.23, 72955.29, 72769.73, 72711.11, 72877.88, 72940.82, 72887.97, 72893.96, 72905.94, 72894.97, 72877.61, 72882.12, 72925.48, 72874.86, 72817.51, 72815.32, 72690.35, 72778.78, 72996.78, 72898.42, 72967.79, 72984.8, 72887.41, 72843.6, 72872.2, 72893.48, 72911.71, 72931.34, 72950.44, 72967.35, 72965.08, 72989.82, 73054.78, 73010.1, 72948.34, 72997.3, 72977.02, 72961.94, 72963.46, 72953.41, 72945.72, 72927.53, 72899.34, 72867.17, 72842.95, 72825.16, 72805.71, 72792.9, 72796.49, 72772.53, 72736.38, 72752.29, 72765.19, 72765.19, 72784.55, 72799.59, 72810.74, 72829.32, 72845.22, 72875.25, 72898.16, 72922.25, 72948.34, 72971.73, 72985.41, 72990.48, 72989.87, 73015.92, 73037.39, 73034.46, 73011.6, 72971.03, 72946.77, 73037.03, 72978.72, 72920.1, 72499.64, 72066.75, 71630.41, 71084.22, 70532.96, 70092.87, 69828.89, 69801.35, 69908.62, 70011.0, 70050.91, 70200.36, 70390.6, 70561.73, 70734.09, 70811.64, 70954.4, 70884.5]
[72909.75, 72821.23, 72955.29, 72769.73, 72711.11, 72877.88, 72940.82, 72887.97, 72893.96, 72905.94, 72894.97, 72877.61, 72882.12, 72925.48, 72874.86, 72817.51, 72815.32, 72690.35, 72778.78, 72996.78, 72898.42, 72967.79, 72984.8, 72887.41, 72843.6, 72872.2, 72893.48, 72911.71, 72931.34, 72950.44, 72967.35, 72965.08, 72989.82, 73054.78, 73010.1, 72948.34, 72997.3, 72977.02, 72961.94, 72963.46, 72953.41, 72945.72, 72927.53, 72899.34, 72867.17, 72842.95, 72825.16, 72805.71, 72792.9, 72796.49, 72772.53, 72736.38, 72752.29, 72765.19, 72765.19, 72784.55, 72799.59, 72810.74, 72829.32, 72845.22, 72875.25, 72898.16, 72922.25, 72948.34, 72971.73, 72985.41, 72990.48, 72989.87, 73015.92, 73037.39, 73034.46, 73011.6, 72971.03, 72946.77, 73037.03, 72978.72, 72920.1, 72499.64, 72066.75, 71630.41, 71084.22, 70532.96, 70092.87, 69828.89, 69801.35, 69908.62, 70011.0, 70050.91, 70200.36, 70390.6, 70561.73, 70734.09, 70811.64, 70954.4, 70884.5, 71092.96, 71376.57, 71271.53, 71412.64, 71902.52]
[72877.88, 72940.82, 72887.97, 72893.96, 72905.94, 72894.97, 72877.61, 72882.12, 72925.48, 72874.86, 72817.51, 72815.32, 72690.35, 72778.78, 72996.78, 72898.42, 72967.79, 72984.8, 72887.41, 72843.6, 72872.2, 72893.48, 72911.71, 72931.34, 72950.44, 72967.35, 72965.08, 72989.82, 73054.78, 73010.1, 72948.34, 72997.3, 72977.02, 72961.94, 72963.46, 72953.41, 72945.72, 72927.53, 72899.34, 72867.17, 72842.95, 72825.16, 72805.71, 72792.9, 72796.49, 72772.53, 72736.38, 72752.29, 72765.19, 72765.19, 72784.55, 72799.59, 72810.74, 72829.32, 72845.22, 72875.25, 72898.16, 72922.25, 72948.34, 72971.73, 72985.41, 72990.48, 72989.87, 73015.92, 73037.39, 73034.46, 73011.6, 72971.03, 72946.77, 73037.03, 72978.72, 72920.1, 72499.64, 72066.75, 71630.41, 71084.22, 70532.96, 70092.87, 69828.89, 69801.35, 69908.62, 70011.0, 70050.91, 70200.36, 70390.6, 70561.73, 70734.09, 70811.64, 70954.4, 70884.5, 71092.96, 71376.57, 71271.53, 71412.64, 71902.52, 72052.32, 72043.54, 72454.26, 72573.51, 72512.71]
[72894.97, 72877.61, 72882.12, 72925.48, 72874.86, 72817.51, 72815.32, 72690.35, 72778.78, 72996.78, 72898.42, 72967.79, 72984.8, 72887.41, 72843.6, 72872.2, 72893.48, 72911.71, 72931.34, 72950.44, 72967.35, 72965.08, 72989.82, 73054.78, 73010.1, 72948.34, 72997.3, 72977.02, 72961.94, 72963.46, 72953.41, 72945.72, 72927.53, 72899.34, 72867.17, 72842.95, 72825.16, 72805.71, 72792.9, 72796.49, 72772.53, 72736.38, 72752.29, 72765.19, 72765.19, 72784.55, 72799.59, 72810.74, 72829.32, 72845.22, 72875.25, 72898.16, 72922.25, 72948.34, 72971.73, 72985.41, 72990.48, 72989.87, 73015.92, 73037.39, 73034.46, 73011.6, 72971.03, 72946.77, 73037.03, 72978.72, 72920.1, 72499.64, 72066.75, 71630.41, 71084.22, 70532.96, 70092.87, 69828.89, 69801.35, 69908.62, 70011.0, 70050.91, 70200.36, 70390.6, 70561.73, 70734.09, 70811.64, 70954.4, 70884.5, 71092.96, 71376.57, 71271.53, 71412.64, 71902.52, 72052.32, 72043.54, 72454.26, 72573.51, 72512.71, 72371.73, 72225.56, 72088.6, 71931.64, 71693.84]
